V,E,C,genus,B,largest
2052,2877,67,892,5822,1951
2058,2880,67,889,5819,1958
2027,2853,69,895,5726,1925
2058,2888,48,878,5792,1999
2061,2899,58,896,5778,1976
2031,2829,46,844,5755,1982
2027,2780,62,815,5834,1943
2036,2815,63,842,5801,1924
2058,2934,66,942,5720,1968
2071,2942,62,933,5759,1994
2016,2777,58,819,5750,1938
2042,2860,59,877,5758,1962
2071,2979,54,962,5695,1988
1976,2693,60,777,5725,1884
2044,2866,56,878,5785,1951
2061,2914,57,910,5785,1977
2015,2777,79,841,5763,1885
2068,2964,47,943,5712,2003
2093,3012,51,970,5740,2019
2014,2746,76,808,5827,1915
2017,2807,69,859,5744,1931
2083,3001,51,969,5705,2014
2062,2891,44,873,5798,1985
2055,2950,60,955,5695,1972
2013,2838,53,878,5664,1941
2058,2916,57,915,5701,1989
2065,2926,60,921,5764,1992
2141,3158,52,1069,5704,2067
2033,2812,65,844,5807,1957
2034,2799,69,834,5828,1945
2086,3014,61,989,5709,2010
1956,2671,70,785,5633,1867
2094,2997,49,952,5785,2016
2105,3028,59,982,5808,2014
2002,2736,56,790,5794,1903
2031,2830,63,862,5764,1938
2084,3031,45,992,5664,2017
2092,3013,54,975,5719,2013
2122,3100,47,1025,5735,2043
2068,2917,62,911,5806,1986
2045,2893,55,903,5757,1978
1993,2713,62,782,5798,1910
2073,2929,62,918,5785,1987
1994,2716,53,775,5782,1932
2036,2852,69,885,5739,1932
2107,3035,46,974,5799,2042
2066,2921,46,901,5731,2008
2058,2903,63,908,5780,1966
2054,2876,63,885,5820,1939
2148,3169,47,1068,5741,2094
2080,2928,65,913,5842,2001
2095,2951,53,909,5871,2012
2058,2932,50,924,5732,1969
2090,3016,59,985,5710,2023
2027,2788,66,827,5834,1945
1929,2514,73,658,5828,1810
2041,2895,62,916,5674,1952
1999,2756,64,821,5720,1912
2078,2965,64,951,5759,1986
2036,2827,62,853,5820,1935
2009,2748,60,799,5815,1907
2069,2903,56,890,5818,1999
2037,2868,61,892,5706,1959
2062,2953,48,939,5661,1981
2122,3086,52,1016,5772,2054
1978,2702,61,785,5712,1893
2006,2772,52,818,5711,1918
2053,2907,60,914,5755,1974
2093,2986,47,940,5803,2037
2027,2848,56,877,5689,1940
2022,2827,62,867,5733,1914
2084,3013,52,981,5696,2026
2024,2827,54,857,5741,1958
1996,2707,61,772,5822,1920
2039,2845,51,857,5759,1965
2028,2806,58,836,5779,1936
2032,2820,54,842,5790,1951
2076,2951,53,928,5772,2015
2044,2823,60,839,5829,1966
2139,3118,49,1028,5793,2061
2029,2811,59,841,5774,1949
2036,2802,66,832,5833,1941
2036,2839,57,860,5769,1937
2086,3026,53,993,5674,2016
2023,2799,67,843,5769,1918
2007,2714,64,771,5854,1916
2040,2855,72,887,5767,1932
1994,2701,76,783,5835,1866
2030,2820,73,863,5767,1928
2080,2994,61,975,5720,1976
2063,2928,51,916,5748,2003
2097,3013,59,975,5766,2013
1998,2730,71,803,5793,1900
2072,2967,62,957,5719,1988
2058,2926,51,919,5678,1975
2071,2937,54,920,5772,1997
2027,2804,48,825,5763,1952
2042,2885,53,896,5727,1967
2072,2948,49,925,5701,2015
2138,3170,50,1082,5711,2068
2043,2867,61,885,5778,1957
2041,2880,55,894,5740,1964
2042,2806,69,833,5878,1939
2044,2902,72,930,5709,1937
2020,2815,65,860,5708,1934
2044,2800,44,800,5832,1985
2026,2806,63,843,5769,1946
1989,2691,62,764,5788,1907
1998,2746,65,813,5762,1917
2093,3010,42,959,5744,2040
2042,2891,58,907,5732,1960
2062,2956,43,937,5697,1996
2088,2968,57,937,5783,2008
1996,2730,62,796,5752,1900
2055,2884,69,898,5822,1975
2096,2984,47,935,5837,2028
2056,2907,52,903,5750,1986
2082,2969,46,933,5787,2019
2028,2820,59,851,5756,1937
2070,2957,31,918,5744,2032
2043,2878,65,900,5743,1955
2008,2781,69,842,5754,1931
2073,2947,45,919,5802,2018
2109,3054,46,991,5758,2041
2007,2767,66,826,5770,1914
2043,2877,63,897,5746,1946
2015,2821,83,889,5715,1893
2045,2826,61,842,5831,1965
2074,2990,53,969,5699,2011
2065,2960,44,939,5705,2007
2034,2797,51,814,5833,1963
2045,2887,48,890,5748,1986
2037,2815,59,837,5789,1963
2050,2903,64,917,5767,1943
2026,2819,55,848,5744,1948
2079,2991,50,962,5706,2009
2019,2769,60,810,5822,1908
2029,2849,63,883,5702,1950
2082,2998,50,966,5728,2009
2034,2836,50,852,5746,1954
2083,2986,46,949,5743,2015
2045,2842,55,852,5818,1953
2059,2848,67,856,5860,1976
2045,2859,44,858,5782,1971
2053,2899,47,893,5754,1985
2065,2955,60,950,5714,1978
2028,2877,55,904,5649,1949
2046,2834,83,871,5840,1938
2028,2790,68,830,5787,1933
2024,2772,54,802,5832,1959
2031,2806,66,841,5847,1938
2042,2892,59,909,5691,1967
2044,2834,50,840,5825,1986
2041,2846,55,860,5780,1975
2108,3094,49,1035,5650,2046
2015,2826,60,871,5670,1938
2046,2839,67,860,5834,1961
1993,2739,67,813,5772,1897
2087,3003,54,970,5743,2027
2067,2917,60,910,5815,1991
2040,2870,65,895,5736,1939
2095,3000,47,952,5761,2039
2046,2887,52,893,5729,1972
1993,2742,63,812,5712,1876
1984,2697,62,775,5768,1883
2022,2827,50,855,5734,1942
2032,2849,52,869,5755,1959
2071,2916,69,914,5857,1979
1965,2646,69,750,5760,1838
2002,2721,64,783,5795,1865
2072,2933,55,916,5786,1996
2087,2983,45,941,5765,2037
2043,2858,79,894,5803,1936
2044,2870,66,892,5774,1954
2064,2888,55,879,5835,1998
2033,2831,69,867,5763,1936
2028,2792,60,824,5790,1923
2072,2976,50,954,5705,2000
2026,2812,61,847,5761,1933
2009,2741,50,782,5819,1951
2047,2894,57,904,5744,1975
1999,2744,64,809,5741,1886
2005,2696,61,752,5892,1882
2042,2836,65,859,5785,1952
2068,2975,45,952,5679,2005
2105,3058,58,1011,5739,2021
2096,2989,49,942,5818,2019
2069,2893,50,874,5806,2011
2020,2806,59,845,5747,1941
2066,2946,67,947,5754,1965
1929,2586,72,729,5682,1790
2033,2851,67,885,5745,1936
2096,2977,54,935,5837,2005
2056,2884,65,893,5794,1970
2045,2883,70,908,5744,1955
2035,2858,64,887,5697,1945
2032,2811,58,837,5802,1916
2035,2814,65,844,5799,1941
2080,2945,51,916,5805,2014
2075,2985,46,956,5732,2021
2104,3045,55,996,5747,2033
1995,2753,52,810,5728,1908
2036,2863,43,870,5747,1988
2042,2877,66,901,5741,1933
2087,3016,48,977,5699,2030
2047,2856,64,873,5827,1961
2031,2846,46,861,5718,1961
2064,2923,50,909,5760,1984
2016,2786,60,830,5792,1934
2063,2878,60,875,5813,1964
2086,2952,66,932,5842,1988
2041,2830,59,848,5819,1949
2101,3016,51,966,5778,2035
2029,2822,63,856,5807,1935
2042,2894,39,891,5689,1978
2023,2835,52,864,5692,1959
2052,2936,54,938,5678,1976
2007,2781,60,834,5697,1936
2031,2849,66,884,5724,1930
2092,3039,53,1000,5745,2020
2051,2893,61,903,5731,1955
2046,2873,70,897,5764,1944
2020,2786,71,837,5798,1930
2044,2916,52,924,5675,1975
2082,2975,48,941,5750,2010
2054,2888,59,893,5810,1977
2112,3068,41,997,5739,2050
2057,2871,56,870,5856,1973
2030,2799,67,836,5788,1931
2043,2946,48,951,5645,1980
2076,2988,53,965,5677,1963
2043,2829,63,849,5833,1962
2009,2766,64,821,5765,1924
2019,2799,58,838,5707,1912
2124,3123,49,1048,5701,2061
2016,2819,52,855,5704,1952
2087,2991,51,955,5787,1974
2027,2885,37,895,5634,1974
2047,2879,53,885,5800,1976
2060,2889,56,885,5821,1988
2059,2911,75,927,5793,1948
2080,2946,52,918,5802,1993
2022,2809,57,844,5762,1927
2114,3051,45,982,5814,2044
2012,2808,54,850,5663,1906
2071,2971,65,965,5724,1987
2059,2884,64,889,5813,1961
2087,2972,54,939,5775,2018
2030,2836,49,855,5754,1960
2141,3099,62,1020,5816,2060
2057,2952,50,945,5678,1986
2050,2909,59,918,5725,1970
2064,2966,46,948,5676,1987
2052,2922,59,929,5701,1963
2033,2832,58,857,5771,1953
1997,2717,61,781,5776,1908
2078,2963,51,936,5760,2003
2036,2845,61,870,5747,1951
2031,2806,66,841,5813,1943
2036,2902,51,917,5644,1967
2072,2931,61,920,5811,1986
2044,2860,53,869,5788,1969
2024,2819,69,864,5768,1922
2037,2867,46,876,5706,1962
1998,2767,61,830,5721,1891
2026,2861,53,888,5653,1936
2052,2904,44,896,5730,1987
1957,2629,76,748,5793,1857
2075,2930,58,913,5804,1967
2051,2841,58,848,5827,1971
2050,2880,52,882,5759,1967
2016,2769,67,820,5776,1918
2048,2885,61,898,5770,1969
2037,2901,58,922,5671,1972
2020,2868,45,893,5637,1963
2036,2851,46,861,5746,1927
2036,2875,54,893,5700,1968
2085,2969,68,952,5780,2002
2036,2825,57,846,5778,1953
2028,2877,57,906,5668,1941
2033,2881,60,908,5666,1951
2048,2876,59,887,5769,1971
2016,2772,55,811,5796,1937
1992,2742,60,810,5741,1919
2054,2908,58,912,5744,1969
2013,2802,72,861,5729,1906
2060,2919,53,912,5772,1973
2019,2833,66,880,5715,1926
2074,2965,56,947,5759,1989
2076,3005,45,974,5716,2006
2056,2897,54,895,5772,1977
2028,2789,65,826,5812,1894
2055,2932,45,922,5708,1992
2001,2761,54,814,5714,1937
2066,2916,58,908,5758,1995
2039,2886,60,907,5664,1954
2062,2968,48,954,5691,2001
2036,2832,62,858,5780,1945
2031,2851,48,868,5722,1958
2135,3170,53,1088,5670,2063
2056,2904,48,896,5757,1989
2037,2915,49,927,5661,1971
2008,2742,66,800,5814,1901
2108,3058,53,1003,5742,2041
2086,3016,56,986,5700,2008
2026,2788,56,818,5770,1941
2037,2874,58,895,5740,1948
2011,2771,64,824,5763,1937
2008,2791,54,837,5703,1939
2073,2921,68,916,5810,1968
2112,3077,41,1006,5739,2060
2078,3022,50,994,5696,1995
2095,3002,48,955,5774,2019
1968,2672,54,758,5688,1882
1986,2758,60,832,5658,1870
2071,2970,49,948,5717,1993
2081,2962,46,927,5789,2013
2003,2732,56,785,5823,1895
1985,2706,62,783,5760,1899
2084,2979,49,944,5747,2012
2005,2809,54,858,5646,1925
2056,2903,59,906,5756,1953
2036,2816,52,832,5825,1970
2089,2927,70,908,5923,2000
2026,2805,60,839,5791,1943
2044,2834,62,852,5830,1937
2061,2950,55,944,5710,1997
2006,2818,58,870,5667,1926
2031,2820,78,867,5753,1905
2049,2882,62,895,5733,1960
2064,2938,63,937,5754,1983
2064,2906,52,894,5798,2000
2067,2889,41,863,5834,2012
2022,2830,58,866,5765,1929
2033,2830,70,867,5820,1941
2042,2844,67,869,5814,1951
2037,2841,47,851,5783,1958
2069,2973,56,960,5714,1968
2036,2824,71,859,5828,1939
2019,2758,77,816,5871,1902
2062,2923,57,918,5771,1974
2100,3022,42,964,5783,2038
2084,3041,44,1001,5647,2030
2066,2928,55,917,5760,1975
2057,2905,44,892,5779,1973
2043,2832,73,862,5816,1918
2060,2914,61,915,5772,1973
2050,2922,52,924,5680,1976
2007,2766,59,818,5762,1919
2034,2829,59,854,5774,1949
2047,2836,68,857,5840,1927
2070,2976,54,960,5693,1975
2116,3053,43,980,5789,2056
2018,2773,67,822,5779,1924
2037,2866,58,887,5734,1954
2051,2864,52,865,5795,1971
2026,2832,53,859,5723,1961
2076,2953,49,926,5772,2007
2077,2946,52,921,5781,2004
2038,2906,54,922,5662,1971
1975,2632,67,724,5802,1860
2032,2838,57,863,5762,1965
2028,2825,66,863,5749,1919
2048,2844,54,850,5817,1972
2067,2896,60,889,5822,1985
2061,2918,49,906,5771,1997
2063,2944,68,949,5713,1975
2108,3049,55,996,5763,2020
1985,2670,52,737,5785,1925
2044,2931,53,940,5632,1976
2048,2885,54,891,5749,1972
2055,2894,59,898,5778,1970
2024,2830,58,864,5696,1928
2056,2842,59,845,5889,1968
2063,2913,62,912,5780,1975
1999,2757,56,814,5723,1916
2074,2917,55,898,5837,1980
2023,2855,72,904,5698,1921
2016,2785,60,829,5789,1934
2042,2870,69,897,5776,1944
2031,2886,49,904,5634,1974
2060,2989,53,982,5612,1996
2059,2933,71,945,5753,1963
2024,2823,64,863,5742,1938
2050,2893,52,895,5764,1963
2044,2878,61,895,5718,1969
2019,2774,67,822,5791,1927
2045,2898,53,906,5720,1978
2046,2893,54,901,5718,1969
2065,2926,50,911,5752,1991
2081,2985,57,961,5763,2000
2044,2834,60,850,5819,1948
2017,2792,57,832,5740,1932
2034,2824,63,853,5798,1959
2062,2931,58,927,5756,1964
2011,2717,63,769,5851,1911
2012,2804,43,835,5715,1940
2055,2851,53,849,5875,1969
2026,2783,61,818,5817,1932
2007,2712,68,773,5845,1877
2025,2833,59,867,5710,1938
2002,2667,78,743,5916,1898
2045,2883,50,888,5754,1974
2020,2766,68,814,5814,1924
2043,2809,55,821,5857,1969
1967,2660,67,760,5772,1870
2084,3054,41,1011,5623,2029
2066,2956,54,944,5719,1991
2021,2838,60,877,5686,1927
2120,3071,40,991,5783,2075
2061,2910,50,899,5738,1992
2050,2905,63,918,5722,1965
2060,2878,59,877,5846,1989
2049,2871,63,885,5788,1946
2016,2824,60,868,5703,1931
2063,2937,47,921,5725,2003
1969,2683,65,779,5717,1885
2072,2977,58,963,5705,2000
2067,2980,54,967,5683,2001
2050,2835,70,855,5868,1939
2046,2856,59,869,5789,1964
2043,2870,67,894,5769,1928
2066,2923,60,917,5756,1981
2087,3037,60,1010,5635,2006
2093,3021,54,982,5718,2020
2024,2842,55,873,5663,1947
2044,2857,61,874,5785,1961
2042,2891,51,900,5712,1953
2087,2981,48,942,5771,2018
2061,2887,61,887,5803,1968
2033,2874,63,904,5676,1959
2061,2951,52,942,5671,1992
2062,2925,54,917,5754,1983
2082,3020,56,994,5674,1987
2029,2828,70,869,5772,1925
2013,2748,63,798,5817,1906
2065,2952,48,935,5716,2006
2081,2920,51,890,5848,2021
2065,2899,67,901,5840,1932
2094,3053,36,995,5685,2050
2075,3010,47,982,5677,2004
2075,2929,58,912,5818,1999
2042,2895,50,903,5705,1985
2009,2736,63,790,5805,1919
2014,2745,65,796,5818,1905
2079,2909,56,886,5883,1996
1985,2663,81,759,5841,1856
2032,2866,60,894,5707,1950
2006,2783,60,837,5696,1899
2048,2896,68,916,5721,1960
2050,2892,44,886,5712,1998
2031,2861,57,887,5707,1952
2027,2787,82,842,5791,1886
2074,2951,60,937,5787,1983
2095,2980,56,941,5808,2022
2027,2874,51,898,5621,1966
2015,2791,64,840,5760,1914
2011,2814,62,865,5702,1921
2047,2906,56,915,5715,1983
1992,2719,64,791,5789,1882
2068,2953,47,932,5737,1988
2041,2838,65,862,5791,1948
2058,2944,65,951,5694,1962
2001,2729,53,781,5799,1895
2063,2954,46,937,5696,2005
2060,2882,59,881,5845,1973
2082,2944,55,917,5825,1998
2039,2903,56,920,5665,1974
2073,2970,38,935,5714,2022
2070,2940,45,915,5758,2012
2062,2971,47,956,5657,1993
2012,2793,59,840,5741,1934
2049,2862,65,878,5795,1956
2060,2898,66,904,5786,1986
2089,3025,50,986,5685,2037
2066,2900,57,891,5828,1989
2094,3025,56,987,5745,2029
2068,2933,49,914,5757,2005
2021,2856,65,900,5681,1909
2003,2739,60,796,5781,1916
2035,2851,63,879,5768,1958
2011,2771,50,810,5758,1918
2043,2826,62,845,5824,1962
2090,3017,50,977,5729,2019
2055,2984,52,981,5619,1977
2040,2894,55,909,5690,1960
2047,2916,52,921,5709,1975
2085,3021,51,987,5689,2011
2023,2788,79,844,5793,1903
2086,2942,51,907,5812,2018
2029,2818,68,857,5798,1921
2078,2929,69,920,5819,1991
1994,2708,64,778,5825,1884
2084,2928,50,894,5852,2011
2097,3002,57,962,5768,2014
2069,2945,59,935,5735,1989
2025,2801,65,841,5793,1944
2111,3047,46,982,5784,2045
2003,2774,51,822,5738,1925
2052,2900,66,914,5728,1964
2052,2926,61,935,5706,1984
2111,2990,59,938,5878,2033
2058,2909,46,897,5732,2000
2050,2843,53,846,5836,1962
2018,2780,66,828,5796,1900
2070,2949,57,936,5756,1991
2036,2864,54,882,5724,1955
2077,2996,51,970,5702,2002
2083,2982,61,960,5745,1988
2026,2787,59,820,5794,1950
2048,2868,71,891,5785,1962
2078,2998,58,978,5681,1982
1983,2674,85,776,5801,1859
2069,3009,44,984,5603,2006
2054,2953,67,966,5657,1965
2069,2951,45,927,5721,1997
2046,2901,58,913,5710,1975
2058,2954,51,947,5693,1984
2069,2938,51,920,5748,1994
2086,2986,62,962,5760,1989
2022,2852,60,890,5639,1939
2042,2901,55,914,5704,1965
2062,2911,54,903,5757,1994
2015,2753,59,797,5823,1913
2042,2834,60,852,5781,1957
2134,3129,47,1042,5739,2078
2050,2897,61,908,5754,1962
2016,2774,67,825,5810,1914
2078,2933,59,914,5832,1996
2040,2865,51,876,5757,1974
2073,2960,71,958,5738,1971
2051,2934,67,950,5674,1962
2000,2748,71,819,5731,1899
2079,2931,52,904,5810,2002
2032,2805,64,837,5806,1932
2059,2921,67,929,5746,1961
2092,3054,55,1017,5702,2023
2090,3059,64,1033,5667,1994
2027,2844,63,880,5701,1925
2051,2841,53,843,5849,1967
2054,2894,46,886,5759,1993
2061,2911,63,913,5782,1976
2086,3002,55,971,5746,2009
2056,2923,61,928,5745,1978
2041,2810,63,832,5826,1964
2037,2815,49,827,5799,1979
2056,2915,60,919,5723,1972
2046,2862,64,880,5779,1948
2102,3074,51,1023,5698,2023
2048,2879,58,889,5758,1957
2068,2960,58,950,5717,1978
2082,2972,39,929,5751,2034
2040,2826,66,852,5828,1929
2028,2849,53,874,5711,1955
2066,2906,49,889,5815,2001
2003,2736,63,796,5806,1894
2038,2870,57,889,5724,1968
2058,2888,57,887,5785,1970
2081,2959,58,936,5800,1983
2028,2877,56,905,5644,1958
2060,2916,52,908,5773,1989
2036,2838,55,857,5782,1947
2052,2888,51,887,5760,1986
2129,3094,45,1010,5800,2073
2042,2838,56,852,5802,1964
2019,2736,71,788,5875,1879
2059,2918,47,906,5736,1983
2047,2878,59,890,5768,1964
2061,2868,54,861,5842,1985
2092,2974,55,937,5837,1985
2115,3071,60,1016,5761,2035
2075,2961,68,954,5761,1987
1992,2748,73,829,5680,1864
2072,2938,41,907,5758,2017
2066,2945,51,930,5700,2004
2103,3076,50,1023,5723,2043
2075,2975,58,958,5751,2004
2059,2929,55,925,5723,1982
2015,2763,69,817,5774,1899
2038,2875,53,890,5721,1955
2031,2806,65,840,5815,1934
1980,2698,64,782,5765,1883
2086,2980,43,937,5769,2034
2089,2963,49,923,5791,2028
2038,2791,66,819,5865,1962
1980,2687,65,772,5762,1880
2078,2980,60,962,5733,1972
2078,2978,54,954,5720,1994
2064,2891,55,882,5816,1984
2053,2905,53,905,5719,1986
2043,2833,79,869,5821,1934
2065,2957,52,944,5743,1982
2056,2902,60,906,5774,1985
2024,2767,63,806,5867,1938
2043,2880,64,901,5751,1955
2045,2862,62,879,5786,1972
2021,2770,62,811,5812,1922
2072,2921,55,904,5820,1993
2023,2826,55,858,5701,1943
1973,2700,61,788,5678,1874
2043,2881,72,910,5740,1930
2077,3009,41,973,5712,2027
1995,2726,69,800,5769,1905
2076,2978,48,950,5717,2020
2062,2922,52,912,5708,1999
2022,2807,64,849,5786,1902
2022,2788,62,828,5797,1927
2090,2983,66,959,5772,1988
2085,2983,53,951,5760,2011
2092,3085,42,1035,5612,2032
2093,2977,42,926,5820,2042
2012,2768,48,804,5776,1941
2080,2959,40,919,5769,2020
2112,3104,39,1031,5669,2063
2088,3056,37,1005,5633,2037
2060,2925,62,927,5759,1966
2068,2976,58,966,5671,1970
2022,2807,66,851,5786,1922
2048,2880,49,881,5769,1971
2047,2886,60,899,5766,1974
2122,3075,40,993,5753,2059
2099,3025,44,970,5728,2034
2037,2871,54,888,5730,1956
2074,2966,47,939,5732,2007
2098,2997,53,952,5804,2027
2086,2986,53,953,5776,2017
2043,2909,42,908,5664,1992
1980,2709,80,809,5731,1826
2027,2852,58,883,5714,1956
2034,2900,48,914,5651,1967
2045,2871,62,888,5753,1954
2060,2896,70,906,5781,1961
2027,2858,57,888,5723,1952
2053,2851,75,873,5839,1937
2083,3012,44,973,5690,2019
2026,2801,68,843,5787,1941
2012,2762,64,814,5781,1922
1997,2725,69,797,5775,1909
2066,2902,58,894,5803,1995
2072,2946,47,921,5773,2009
2075,2940,56,921,5815,2015
2041,2819,61,839,5846,1938
2076,2959,52,935,5789,2015
2070,2962,54,946,5708,2008
2054,2880,59,885,5790,1967
2009,2725,63,779,5854,1892
2003,2752,59,808,5735,1910
2088,3004,38,954,5721,2038
2034,2818,65,849,5815,1951
2042,2910,60,928,5711,1966
2090,2958,68,936,5836,2008
2091,2971,50,930,5811,2000
2023,2843,56,876,5700,1929
2019,2785,68,834,5770,1929
2103,2983,53,933,5894,2023
2068,2959,61,952,5748,1974
2038,2813,62,837,5827,1951
2031,2827,57,853,5757,1940
2019,2845,73,899,5665,1893
2048,2879,58,889,5756,1962
2006,2716,71,781,5839,1907
2055,2899,57,901,5760,1968
1994,2715,70,791,5769,1876
1994,2726,68,800,5767,1875
1989,2755,67,833,5700,1889
1986,2695,87,796,5781,1862
2100,2981,62,943,5838,2012
2096,3013,52,969,5794,2015
2068,2930,63,925,5746,1984
2059,2908,48,897,5761,1988
2085,2962,52,929,5812,2017
2013,2801,67,855,5740,1911
2062,2940,66,944,5721,1954
1996,2745,73,822,5729,1874
2096,3072,45,1021,5684,2022
1962,2649,81,768,5768,1855
2005,2790,62,847,5740,1939
2080,2955,51,926,5764,2015
2012,2758,53,799,5774,1947
2028,2789,60,821,5823,1958
2010,2778,59,827,5754,1927
2020,2817,64,861,5740,1934
2043,2850,70,877,5824,1957
2053,2883,57,887,5792,1975
2024,2838,60,874,5693,1945
2054,2903,49,898,5724,1999
2056,2913,49,906,5741,1994
2040,2853,46,859,5761,1969
2043,2884,49,890,5714,1976
1991,2732,77,818,5722,1888
1993,2782,73,862,5642,1891
2035,2859,60,884,5727,1954
2091,3025,42,976,5721,2027
1981,2723,60,802,5703,1896
1989,2750,64,825,5704,1895
2090,3060,46,1016,5668,2030
2034,2785,66,817,5868,1944
2026,2790,69,833,5819,1944
2051,2822,64,835,5898,1967
2040,2850,52,862,5759,1980
1993,2681,66,754,5858,1901
2074,2936,55,917,5798,1993
2130,3083,50,1003,5787,2062
2059,2893,61,895,5794,1969
2056,2861,59,864,5837,1978
2092,3010,55,973,5754,2011
1991,2715,72,796,5765,1899
2082,2978,55,951,5758,2014
2025,2812,54,841,5779,1956
2066,2965,50,949,5692,2004
2022,2843,56,877,5660,1940
1986,2729,48,791,5694,1920
2028,2814,66,852,5784,1925
2030,2822,49,841,5755,1948
2046,2846,67,867,5810,1955
2056,2879,52,875,5807,1982
2014,2849,51,886,5661,1919
2029,2830,62,863,5766,1918
2092,3061,58,1027,5671,2020
2009,2746,69,806,5801,1907
2062,2943,67,948,5714,1955
2013,2719,70,776,5846,1893
2102,3011,58,967,5778,2004
2017,2783,70,836,5784,1906
2042,2843,61,862,5775,1956
2012,2808,57,853,5713,1924
2096,2992,49,945,5784,2036
2097,3029,55,987,5736,2029
2072,2880,47,855,5898,2007
2052,2894,43,885,5758,1974
2053,2859,56,862,5839,1953
2076,3016,40,980,5653,2012
2024,2808,56,840,5755,1932
2022,2802,70,850,5770,1933
2031,2845,60,874,5704,1954
2036,2825,51,840,5782,1945
2071,2997,48,974,5682,2005
2066,2950,64,948,5728,1958
2111,3088,53,1030,5701,2037
2076,2955,45,924,5782,2007
2037,2840,58,861,5782,1959
2081,3003,55,977,5724,2005
2096,2955,53,912,5888,2029
2023,2803,43,823,5774,1947
2057,2913,44,900,5758,2000
2014,2787,58,831,5730,1918
2011,2777,66,832,5755,1918
1995,2717,61,783,5791,1894
2087,2966,51,930,5791,2019
2088,3041,63,1016,5694,1996
2043,2830,63,850,5806,1974
2008,2791,70,853,5730,1901
1982,2667,72,757,5805,1885
2072,2967,46,941,5705,2000
2021,2797,62,838,5773,1928
2006,2751,62,807,5781,1920
2027,2784,57,814,5823,1949
2006,2772,62,828,5760,1922
2064,2852,74,862,5904,1974
2072,2980,42,950,5683,2021
2049,2899,46,896,5703,1996
2032,2831,54,853,5760,1965
2089,3083,29,1023,5578,2057
2015,2757,64,806,5824,1910
2073,2937,67,931,5781,1979
2049,2863,55,869,5781,1967
2031,2872,63,904,5701,1950
2055,2899,63,907,5744,1966
2110,3053,53,996,5747,2025
2066,2902,61,897,5808,1987
2082,2976,41,935,5764,2021
2049,2851,57,859,5848,1972
2077,2956,55,934,5783,2005
2043,2915,58,930,5657,1962
2010,2762,66,818,5815,1918
2057,2913,62,918,5719,1976
2083,2962,67,946,5772,1989
2015,2785,58,828,5744,1925
2033,2846,45,858,5765,1962
2053,2897,62,906,5760,1954
2037,2808,65,836,5842,1953
2020,2815,57,852,5741,1912
2045,2874,59,888,5752,1955
2103,3045,49,991,5737,2042
2106,3050,56,1000,5748,2034
2055,2931,53,929,5735,1984
2016,2764,66,814,5832,1891
2043,2900,48,905,5706,1974
2044,2882,58,896,5727,1955
2053,2887,52,886,5770,1964
2033,2831,53,851,5746,1958
2029,2798,70,839,5808,1918
2043,2864,57,878,5778,1960
