V,E,B,lb
2042,2866,5720,825
2045,2887,5737,843
2045,2798,5908,754
2043,2885,5701,843
2090,2997,5741,908
2095,3016,5738,922
2043,2827,5835,785
2042,2857,5790,816
2043,2882,5719,840
2034,2842,5753,809
2078,2966,5766,889
2072,2932,5795,861
2064,2886,5830,823
2009,2738,5817,730
2071,2961,5736,891
2077,2967,5765,891
2038,2829,5818,792
2096,3040,5720,945
2053,2850,5855,798
2004,2756,5756,753
2043,2838,5843,796
2028,2809,5780,782
2050,2900,5731,851
2047,2885,5733,839
2006,2750,5809,745
2091,2987,5791,897
2072,2902,5850,831
2063,2881,5865,819
2049,2889,5763,841
2039,2852,5767,814
2043,2826,5832,784
2044,2870,5790,827
2062,2912,5779,851
2044,2864,5795,821
2007,2738,5806,732
2096,2997,5795,902
2076,2953,5747,878
2018,2783,5759,766
2063,2898,5788,836
2029,2813,5800,785
2067,2946,5735,880
2070,2900,5860,831
2006,2772,5727,767
2095,2995,5750,901
2065,2878,5846,814
2100,3029,5749,930
2072,2980,5692,909
2064,2949,5741,886
2021,2771,5831,751
2066,2936,5750,871
2060,2936,5705,877
2046,2884,5740,839
2020,2778,5815,759
2030,2809,5790,780
2051,2913,5711,863
2080,3005,5668,926
2033,2838,5770,806
2071,2914,5801,844
2040,2894,5680,855
2034,2840,5770,807
1964,2642,5765,679
2070,2953,5751,884
2013,2793,5705,781
2037,2840,5773,804
2040,2842,5800,803
2123,3098,5723,976
2072,2938,5787,867
2132,3142,5730,1011
2015,2803,5739,789
2019,2811,5730,793
2054,2885,5770,832
2065,2922,5752,858
2054,2896,5788,843
2025,2798,5776,774
2076,2941,5784,866
2043,2928,5650,886
2039,2825,5821,787
2072,2946,5771,875
2074,2941,5746,868
2054,2921,5701,868
2010,2814,5690,805
2018,2823,5698,806
2003,2799,5689,797
2004,2740,5819,737
2052,2885,5797,834
2093,2997,5785,905
2052,2892,5737,841
2022,2763,5849,742
2001,2771,5734,771
1995,2661,5907,667
2062,2880,5816,819
2043,2870,5735,828
2067,2886,5834,820
2049,2899,5740,851
2048,2872,5779,825
2094,3011,5707,918
2075,3003,5674,929
2074,2954,5791,881
2025,2805,5785,781
1971,2661,5759,691
2090,3007,5762,918
2061,2928,5726,868
2096,3031,5734,936
2039,2870,5727,832
2051,2895,5732,845
2039,2899,5673,861
2058,2913,5767,856
2068,2912,5842,845
2079,2972,5762,894
2044,2859,5793,816
2019,2766,5813,748
2035,2862,5719,828
2110,3050,5766,941
2037,2846,5737,810
2071,2939,5785,869
2083,2973,5758,891
2109,3057,5741,949
1993,2724,5774,732
2065,2906,5790,842
2049,2883,5772,835
1982,2677,5807,696
2006,2819,5618,814
2105,3027,5795,923
2015,2787,5752,773
2072,2902,5838,831
2026,2805,5819,780
2064,2888,5828,825
2067,2963,5711,897
2024,2800,5753,777
2069,2930,5760,862
2042,2871,5731,830
2041,2870,5743,830
2030,2863,5713,834
2007,2793,5726,787
1990,2749,5703,760
2001,2764,5731,764
2097,3028,5754,932
2069,2960,5734,892
2067,2976,5676,910
2073,2964,5721,892
2057,2893,5764,837
2072,2920,5836,849
1991,2719,5781,729
2036,2837,5793,802
2005,2821,5647,817
2082,3016,5675,935
2002,2726,5811,725
2063,2915,5786,853
2001,2787,5678,787
2060,2953,5708,894
2128,3079,5838,952
2089,3016,5724,928
2070,2909,5812,840
2006,2788,5720,783
2032,2818,5781,787
2036,2833,5750,798
2042,2833,5821,792
2017,2817,5731,801
2010,2774,5772,765
2049,2907,5716,859
2029,2799,5805,771
2079,2976,5756,898
2001,2732,5799,732
2045,2860,5764,816
2069,2994,5664,926
2045,2910,5697,866
2071,2912,5845,842
2021,2808,5785,788
2060,2945,5725,886
2064,2964,5678,901
2019,2797,5768,779
2063,2929,5769,867
2071,2941,5763,871
2022,2805,5779,784
2076,2980,5742,905
2015,2753,5817,739
2049,2913,5714,865
2042,2840,5810,799
2050,2887,5753,838
2004,2761,5741,758
2033,2812,5783,780
2043,2854,5789,812
2008,2772,5748,765
2024,2788,5816,765
1976,2651,5796,676
2057,2895,5763,839
1988,2696,5795,709
2124,3100,5741,977
2033,2835,5787,803
2034,2843,5745,810
2023,2857,5639,835
2073,2916,5811,844
2040,2912,5672,873
2044,2882,5760,839
2022,2805,5763,784
2056,2930,5727,875
2079,3003,5719,925
2066,2939,5747,874
2045,2852,5841,808
2081,2971,5757,891
2053,2855,5842,803
2064,2946,5709,883
2069,2915,5765,847
2014,2783,5769,770
2059,2873,5821,815
2049,2868,5793,820
2016,2814,5708,799
2026,2826,5749,801
1964,2674,5710,711
2118,3066,5788,949
2024,2826,5740,803
1990,2688,5805,699
2059,2937,5705,879
2129,3135,5727,1007
2102,3007,5803,906
2076,3010,5667,935
2012,2785,5781,774
2056,2925,5712,870
2042,2884,5702,843
2011,2707,5881,697
2054,2894,5763,841
2094,3021,5703,928
2061,2940,5728,880
2031,2820,5777,790
2050,2877,5780,828
2044,2836,5819,793
2065,2934,5742,870
2039,2836,5788,798
2056,2882,5815,827
2084,2993,5730,910
2005,2721,5831,717
2034,2884,5701,851
2085,2947,5828,863
2053,2925,5718,873
2057,2897,5759,841
2118,2989,5928,872
2060,2923,5757,864
2008,2810,5683,803
2016,2781,5767,766
2034,2806,5825,773
1979,2710,5729,732
2011,2776,5742,766
2094,3009,5785,916
2038,2820,5820,783
2006,2775,5740,770
2067,2922,5756,856
2047,2896,5702,850
2031,2857,5737,827
2070,2965,5715,896
2050,2924,5680,875
2036,2816,5831,781
2042,2942,5602,901
2027,2864,5694,838
2063,2920,5780,858
2066,2932,5760,867
2035,2877,5704,843
2023,2762,5824,740
2045,2846,5804,802
2029,2857,5704,829
2039,2843,5775,805
2136,3179,5670,1044
2071,2936,5763,866
2085,3016,5680,932
2050,2872,5769,823
2005,2778,5721,774
2010,2770,5754,761
2049,2858,5809,810
2086,2968,5819,883
2062,2910,5809,849
2041,2893,5706,853
2053,2900,5769,848
2061,2942,5699,882
2091,3011,5731,921
2028,2831,5737,804
1988,2635,5888,648
2033,2821,5792,789
2064,2902,5823,839
2097,2950,5870,854
2032,2861,5727,830
2011,2797,5723,787
2053,2905,5735,853
2050,2846,5849,797
2000,2786,5684,787
1987,2738,5697,752
2034,2848,5747,815
2052,2873,5784,822
2031,2805,5807,775
2104,3048,5739,945
2085,3008,5721,924
2003,2716,5822,714
2040,2915,5703,876
2040,2855,5761,816
2127,3104,5758,978
2087,2977,5775,891
2075,2982,5694,908
1971,2705,5668,735
2051,2848,5864,798
2026,2795,5812,770
2015,2749,5822,735
2025,2864,5675,840
2053,2884,5794,832
2008,2747,5794,740
1965,2616,5834,652
2048,2883,5766,836
2030,2853,5755,824
2087,2966,5820,880
2017,2808,5730,792
2034,2847,5758,814
2053,2885,5777,833
1979,2721,5684,743
2033,2800,5828,768
2053,2924,5736,872
2082,2967,5794,886
2051,2895,5756,845
2048,2856,5815,809
2039,2888,5685,850
2074,2952,5767,879
2106,3030,5756,925
2055,2858,5833,804
2059,2896,5809,838
1997,2730,5783,734
2036,2845,5730,810
2061,2846,5887,786
2002,2781,5722,780
2074,2948,5772,875
2092,2967,5847,876
2134,3083,5813,950
2082,3023,5658,942
2108,3059,5726,952
1984,2691,5762,708
2061,2909,5792,849
2089,3042,5695,954
2075,2981,5723,907
2045,2853,5764,809
1981,2635,5834,655
2001,2778,5712,778
2120,3089,5739,970
2089,2985,5768,897
2065,2918,5781,854
2031,2824,5815,794
2032,2844,5748,813
2054,2911,5711,858
2071,2904,5812,834
2005,2732,5824,728
2015,2831,5686,817
2025,2800,5767,776
2096,2980,5819,885
2097,2991,5800,895
2058,2942,5705,885
2013,2776,5770,764
2042,2867,5771,826
2038,2832,5764,795
2028,2805,5778,778
2085,2989,5759,905
2072,2909,5845,838
1996,2723,5756,728
2048,2911,5687,864
2006,2766,5759,761
2055,2919,5715,865
2105,3012,5825,908
2044,2839,5810,796
2073,2953,5766,881
2090,2996,5798,907
2046,2889,5723,844
2080,2926,5846,847
2052,2882,5796,831
2094,2960,5828,867
2066,2915,5802,850
2029,2777,5862,749
2078,3010,5700,933
1984,2699,5765,716
2057,2914,5734,858
2080,2994,5744,915
2094,3039,5701,946
2082,2930,5866,849
2051,2916,5710,866
2001,2781,5746,781
2039,2885,5692,847
2047,2905,5742,859
2018,2799,5751,782
2049,2878,5753,830
2058,2891,5784,834
2121,3073,5773,953
2087,3010,5717,924
2044,2849,5796,806
2053,2923,5704,871
2046,2834,5836,789
2092,2997,5790,906
1999,2723,5782,725
2082,3009,5658,928
2049,2863,5795,815
2050,2879,5787,830
2029,2825,5769,797
2040,2883,5722,844
2059,2915,5763,857
1974,2680,5743,707
2078,2960,5781,883
2083,3002,5739,920
2065,2939,5758,875
1991,2725,5766,735
2082,3038,5619,957
2046,2843,5812,798
2017,2750,5833,734
2064,2882,5824,819
2071,2964,5745,894
2080,2952,5799,873
2053,2938,5681,886
2046,2914,5708,869
1988,2700,5780,713
2046,2815,5881,770
2034,2815,5810,782
2036,2828,5801,793
2060,2878,5783,819
2037,2886,5681,850
2083,2953,5827,871
2020,2821,5730,802
2076,2976,5714,901
2046,2803,5910,758
2027,2802,5804,776
2057,2938,5701,882
2032,2809,5821,778
2041,2856,5749,816
2072,2924,5825,853
2066,2961,5709,896
2061,2890,5793,830
2061,2904,5776,844
2028,2842,5702,815
2033,2875,5682,843
2073,2919,5805,847
2058,2892,5763,835
2054,2886,5763,833
2065,2978,5679,914
2084,2986,5765,903
2016,2763,5809,748
2079,2969,5738,891
2061,2920,5755,860
2086,3026,5656,941
2017,2786,5761,770
1971,2701,5697,731
2018,2786,5761,769
2027,2810,5771,784
2019,2778,5787,760
2083,2930,5851,848
2052,2893,5751,842
2036,2788,5854,753
2087,3029,5678,943
2070,2958,5715,889
2077,2976,5743,900
2046,2899,5683,854
2031,2849,5723,819
2101,3039,5739,939
2029,2858,5709,830
2058,2913,5741,856
2040,2801,5861,762
2012,2831,5664,820
2043,2890,5716,848
2066,2912,5781,847
2075,2919,5834,845
2062,2949,5719,888
2085,2931,5870,847
2079,2966,5748,888
2063,2953,5725,891
2115,3032,5844,918
2058,2904,5773,847
2074,2921,5809,848
2012,2791,5722,780
2061,2920,5766,860
2068,2938,5747,871
1990,2750,5713,761
2065,2962,5694,898
2033,2881,5695,849
2054,2913,5724,860
2000,2737,5749,738
2059,2869,5829,811
2049,2867,5772,819
2085,3080,5610,996
2033,2808,5806,776
2045,2893,5699,849
2081,2994,5710,914
2120,3095,5733,976
2003,2762,5734,760
2028,2820,5763,793
2103,3024,5753,922
2026,2831,5710,806
2008,2762,5778,755
1985,2712,5758,728
2052,2899,5735,848
2043,2893,5695,851
2084,2951,5829,868
2107,3065,5740,959
2042,2874,5715,833
2025,2833,5746,809
2081,2966,5788,886
2047,2881,5730,835
2030,2838,5742,809
2060,2915,5757,856
1975,2675,5765,701
2037,2847,5754,811
2068,2891,5836,824
2038,2899,5681,862
2117,3074,5744,958
2057,2893,5785,837
2095,2977,5810,883
2008,2745,5833,738
2028,2863,5701,836
2072,2962,5728,891
2079,2981,5757,903
2086,3000,5730,915
2061,2943,5718,883
2004,2773,5747,770
2025,2848,5727,824
1965,2644,5720,680
2109,3065,5755,957
2071,2924,5818,854
2012,2753,5839,742
2061,2982,5619,922
2085,2981,5760,897
2057,2935,5734,879
2064,2893,5819,830
2065,2903,5816,839
2069,2961,5716,893
2065,2940,5734,876
2054,2903,5773,850
2054,2893,5770,840
2004,2778,5734,775
2026,2791,5808,766
2077,2954,5799,878
2062,2972,5665,911
2029,2824,5776,796
2077,2971,5740,895
2028,2846,5726,819
1952,2558,5855,607
2023,2854,5651,832
2008,2768,5764,761
2039,2819,5854,781
2057,2943,5678,887
2053,2895,5773,843
2041,2821,5842,781
2043,2882,5702,840
2081,2983,5741,903
2057,2908,5743,852
1999,2716,5834,718
2087,3038,5668,952
1995,2732,5764,738
2021,2787,5776,767
2052,2885,5746,834
2071,2962,5718,892
2078,2954,5793,877
1996,2721,5800,726
2090,2955,5826,866
2076,2888,5901,813
2046,2901,5731,856
2058,2904,5783,847
2042,2899,5732,858
2093,2976,5834,884
2071,2896,5863,826
2038,2821,5821,784
2088,2951,5840,864
2099,3067,5678,969
1984,2701,5755,718
2108,3028,5808,921
2035,2832,5792,798
2076,2938,5773,863
2027,2778,5804,752
2042,2842,5798,801
2045,2902,5698,858
1996,2673,5857,678
2021,2783,5834,763
2017,2757,5844,741
2089,2901,5920,813
2050,2905,5737,856
2059,2921,5738,863
2033,2861,5719,829
2025,2764,5891,740
2025,2760,5870,736
2030,2832,5770,803
2004,2734,5798,731
2085,2954,5820,870
2031,2856,5742,826
2033,2806,5820,774
2032,2788,5858,757
2033,2814,5774,782
2044,2868,5768,825
2098,3071,5673,974
2003,2727,5826,725
2075,2971,5729,897
2010,2825,5646,816
2036,2853,5754,818
2061,2893,5807,833
2080,2952,5764,873
2051,2872,5782,822
2071,2982,5694,912
2060,2939,5707,880
2088,2983,5776,896
2051,2861,5817,811
2014,2795,5754,782
2036,2847,5749,812
2067,2957,5732,891
2053,2930,5703,878
2053,2890,5755,838
2057,2911,5749,855
2060,2917,5758,858
2057,2897,5778,841
2062,2939,5735,878
2088,2981,5774,894
2047,2851,5784,805
2092,3006,5771,915
2080,3001,5663,922
2029,2810,5806,782
1949,2652,5673,704
2064,2926,5760,863
2062,2913,5731,852
2008,2786,5750,779
2043,2848,5778,806
2063,2927,5743,865
2122,3106,5705,985
2059,2915,5750,857
2054,2929,5705,876
2036,2868,5723,833
2071,2936,5762,866
2006,2804,5684,799
1981,2710,5725,730
2013,2794,5712,782
2067,2921,5801,855
2023,2782,5818,760
2042,2832,5813,791
2076,2916,5831,841
2044,2864,5745,821
2106,3059,5703,954
2010,2777,5781,768
2078,2954,5779,877
2035,2806,5806,772
2015,2833,5643,819
2008,2752,5775,745
2039,2838,5797,800
2045,2866,5770,822
2006,2798,5680,793
2068,2967,5703,900
2064,2962,5677,899
2046,2899,5755,854
2032,2818,5765,787
2080,2986,5705,907
2099,3004,5791,906
2065,2887,5826,823
2007,2731,5813,725
2062,2869,5863,808
2076,2974,5741,899
2074,2978,5714,905
2020,2801,5769,782
2043,2867,5801,825
2037,2838,5750,802
2032,2885,5658,854
2048,2940,5679,893
2073,2930,5794,858
2024,2854,5689,831
2042,2844,5814,803
2033,2822,5797,790
2085,2982,5767,898
2078,2924,5849,847
1982,2680,5772,699
2031,2878,5665,848
2023,2815,5740,793
2038,2827,5789,790
1996,2787,5665,792
2046,2868,5763,823
1984,2708,5748,725
2066,2928,5762,863
2023,2785,5806,763
2089,3006,5718,918
2001,2724,5800,724
2012,2768,5752,757
2097,2994,5787,898
2024,2793,5804,770
2041,2866,5747,826
2038,2823,5831,786
2016,2787,5807,772
2049,2860,5805,812
2026,2810,5781,785
2005,2752,5757,748
2040,2909,5675,870
2011,2784,5765,774
2028,2844,5721,817
2046,2920,5670,875
2041,2809,5831,769
2016,2799,5762,784
2061,2953,5744,893
2032,2820,5793,789
2052,2876,5741,825
2079,3024,5641,946
2000,2745,5743,746
2003,2780,5737,778
2041,2855,5760,815
2058,2930,5730,873
2013,2716,5854,704
1984,2693,5759,710
2034,2821,5832,788
2055,2940,5685,886
2116,3068,5794,953
2090,3006,5747,917
2022,2810,5733,789
2085,2975,5753,891
2024,2799,5767,776
2050,2861,5779,812
2066,2904,5813,839
2059,2881,5765,823
2040,2866,5735,827
2045,2905,5707,861
2017,2745,5849,729
2059,2859,5822,801
2004,2790,5714,787
2074,2886,5911,813
2026,2804,5795,779
2065,2939,5747,875
2053,2883,5779,831
2079,2937,5800,859
2006,2768,5744,763
2037,2898,5651,862
2048,2864,5782,817
1973,2630,5817,658
1987,2694,5768,708
2056,2924,5707,869
2096,3072,5646,977
2095,3008,5726,914
2016,2781,5749,766
2054,2888,5769,835
2057,2878,5825,822
2081,2977,5740,897
1999,2769,5714,771
2041,2884,5718,844
1989,2719,5717,731
2009,2753,5774,745
1951,2555,5845,605
2076,2997,5694,922
2081,2982,5767,902
2029,2789,5842,761
2014,2718,5869,705
2068,2968,5716,901
2037,2847,5772,811
2052,2843,5872,792
2062,2860,5875,799
2052,2873,5768,822
2098,2992,5811,895
1988,2669,5831,682
2080,2999,5708,920
2034,2820,5776,787
2071,2955,5756,885
2046,2941,5635,896
2013,2756,5801,744
2052,2892,5780,841
2120,3152,5636,1033
2063,2932,5718,870
2052,2916,5706,865
2060,2917,5728,858
2015,2761,5809,747
2006,2747,5797,742
1992,2741,5721,750
2073,2969,5726,897
2016,2803,5728,788
2050,2858,5803,809
2048,2886,5746,839
2130,3139,5737,1010
1998,2695,5831,698
2010,2749,5786,740
2041,2883,5720,843
2029,2843,5764,815
2061,2904,5786,844
2079,2953,5787,875
2110,3046,5765,937
2046,2858,5802,813
2061,2895,5831,835
2096,3008,5752,913
2086,3014,5673,929
2055,2942,5665,888
2031,2869,5688,839
2023,2806,5757,784
2075,2996,5678,922
2059,2914,5742,856
2072,2974,5693,903
1978,2706,5728,729
1995,2751,5733,757
2013,2766,5794,754
2061,2936,5750,876
2053,2884,5783,832
2014,2730,5891,717
2004,2739,5773,736
2073,2901,5887,829
2006,2761,5781,756
2058,2944,5713,887
2002,2764,5764,763
1995,2728,5761,734
2062,2936,5732,875
2003,2725,5786,723
2006,2785,5735,780
1989,2700,5794,712
2034,2803,5822,770
2058,2896,5797,839
2001,2752,5752,752
2072,2929,5791,858
2036,2832,5787,797
2086,2969,5800,884
2100,3034,5733,935
2038,2885,5674,848
2065,2939,5740,875
2071,2950,5737,880
2075,2958,5771,884
2089,2996,5758,908
2062,2958,5693,897
2054,2907,5748,854
1961,2613,5816,653
2056,2850,5827,795
2064,2891,5825,828
2039,2817,5845,779
2051,2925,5706,875
2054,2872,5831,819
2061,2911,5763,851
2065,2951,5704,887
2024,2865,5663,842
2026,2777,5820,752
2013,2778,5775,766
2035,2831,5806,797
2010,2816,5690,807
2003,2817,5646,815
2008,2757,5788,750
2092,2979,5800,888
2035,2806,5787,772
2030,2782,5814,753
2083,2940,5830,858
2110,3039,5798,930
2034,2859,5742,826
2086,2961,5811,876
2046,2846,5797,801
2039,2843,5751,805
2038,2845,5764,808
2060,2902,5785,843
2089,3017,5741,929
2059,2905,5763,847
2062,2928,5725,867
2049,2893,5758,845
2099,3050,5704,952
2034,2844,5750,811
2025,2797,5767,773
2030,2809,5806,780
2049,2916,5702,868
2031,2854,5708,824
1991,2688,5798,698
2059,2911,5777,853
2085,2944,5842,860
2101,3057,5723,957
2052,2825,5864,774
2019,2847,5672,829
2055,2888,5788,834
2024,2812,5781,789
2060,2904,5780,845
2090,3032,5685,943
2020,2798,5747,779
2065,2922,5767,858
1990,2697,5786,708
2056,2938,5694,883
2112,3069,5705,958
2047,2861,5785,815
2081,2993,5751,913
2038,2834,5795,797
2053,2902,5769,850
2027,2799,5774,773
2053,2898,5753,846
2067,2959,5700,893
2024,2794,5758,771
2059,2941,5675,883
2005,2787,5727,783
2042,2830,5831,789
2035,2859,5720,825
2040,2875,5708,836
2045,2820,5876,776
2075,2947,5750,873
2068,2944,5745,877
2082,3001,5712,920
2099,3030,5764,932
2088,2998,5740,911
2024,2869,5686,846
2079,2944,5774,866
2066,2960,5701,895
2075,2933,5814,859
2060,2957,5694,898
2082,2979,5762,898
2024,2836,5702,813
2080,2964,5755,885
2007,2739,5802,733
2077,2973,5738,897
2046,2849,5798,804
2078,2905,5844,828
2045,2818,5854,774
1993,2761,5724,769
2051,2908,5707,858
2038,2796,5863,759
2085,3030,5692,946
2091,2987,5798,897
2065,2945,5740,881
2085,2939,5835,855
1978,2673,5781,696
2062,2939,5724,878
2058,2885,5787,828
2062,2935,5716,874
2059,2899,5765,841
2085,2979,5766,895
1981,2676,5795,696
2076,2963,5742,888
2038,2859,5764,822
2115,3095,5687,981
2012,2772,5777,761
2024,2824,5741,801
2021,2780,5799,760
2046,2854,5801,809
2031,2825,5764,795
2060,2907,5791,848
2009,2765,5781,757
2048,2889,5749,842
2032,2829,5771,798
2048,2916,5684,869
2087,2989,5766,903
2022,2769,5835,748
2081,2976,5774,896
2028,2801,5794,774
2077,2965,5723,889
1985,2714,5738,730
1966,2646,5745,681
2010,2814,5669,805
2059,2939,5713,881
2038,2825,5821,788
2051,2832,5862,782
2033,2859,5710,827
2050,2874,5785,825
2042,2798,5891,757
2043,2908,5680,866
2054,2902,5733,849
2082,3003,5681,922
2031,2835,5756,805
2128,3120,5719,993
2031,2857,5730,827
2082,2989,5744,908
2120,3082,5785,963
2073,2987,5709,915
2032,2852,5736,821
2014,2840,5664,827
2056,2876,5800,821
2054,2869,5759,816
2052,2876,5757,825
2014,2783,5760,770
2059,2898,5757,840
2074,2953,5751,880
2046,2889,5740,844
2025,2782,5799,758
2008,2777,5712,770
2049,2869,5771,821
2134,3147,5720,1014
2076,2963,5740,888
2001,2739,5766,739
2081,3013,5695,933
2089,2999,5713,911
2054,2920,5725,867
2085,3018,5702,934
2048,2873,5792,826
2008,2730,5827,723
2015,2751,5817,737
2029,2875,5690,847
2015,2790,5766,776
2065,2963,5663,899
2072,2937,5762,866
2037,2853,5740,817
2003,2714,5797,712
2065,2937,5775,873
2013,2754,5800,742
2052,2943,5684,892
2044,2857,5794,814
2062,2924,5763,863
2090,3000,5751,911
2058,2935,5723,878
2082,2968,5791,887
1997,2764,5715,768
2052,2880,5799,829
2043,2858,5770,816
2040,2834,5805,795
2013,2794,5715,782
1966,2680,5743,715
2033,2876,5680,844
2011,2807,5709,797
2059,2921,5750,863
2053,2911,5736,859
2046,2887,5724,842
2041,2876,5724,836
1955,2653,5722,699
2137,3125,5755,989
2059,2898,5760,840
2061,2886,5817,826
2025,2837,5734,813
2042,2887,5729,846
1961,2654,5727,694
2050,2903,5713,854
2068,2929,5766,862
2057,2882,5808,826
2065,2873,5843,809
2046,2844,5798,799
2052,2900,5744,849
2066,2890,5803,825
2036,2853,5750,818
2084,2971,5791,888
2071,2923,5798,853
2007,2786,5730,780
2029,2841,5737,813
2062,2917,5748,856
2060,2913,5765,854
2010,2778,5764,769
2036,2826,5814,791
2036,2818,5814,783
2059,2914,5756,856
2017,2827,5727,811
2040,2908,5657,869
2078,2988,5734,911
2034,2839,5770,806
2055,2947,5678,893
2008,2797,5723,790
2085,2990,5756,906
2019,2827,5738,809
2058,2903,5779,846
2124,3088,5769,965
2015,2820,5695,806
2036,2798,5821,763
2046,2900,5737,855
1999,2728,5777,730
2092,2965,5835,874
2012,2749,5812,738
2069,2967,5720,899
2050,2868,5770,819
2056,2925,5735,870
2068,2940,5745,873
2081,2982,5774,902
2080,2928,5853,849
2050,2876,5783,827
2051,2864,5786,814
2042,2871,5765,830
2035,2835,5791,801
1992,2747,5726,756
2108,3060,5763,953
2015,2771,5778,757
2049,2884,5750,836
2022,2788,5763,767
2087,2951,5812,865
2063,2951,5717,889
2011,2766,5804,756
2065,2928,5749,864
2070,2946,5744,877
2077,2967,5746,891
2053,2833,5887,781
2034,2880,5670,847
1985,2701,5767,717
2086,3005,5702,920
2024,2782,5832,759
2068,2929,5762,862
2059,2884,5812,826
2057,2914,5766,858
2014,2768,5788,755
2095,3013,5780,919
2118,3036,5781,919
2053,2951,5667,899
2024,2815,5777,792
2018,2818,5726,801
2060,2917,5759,858
2028,2870,5684,843
2023,2807,5773,785
2079,2970,5741,892
2011,2734,5849,724
2017,2840,5692,824
2025,2847,5700,823
2019,2823,5727,805
2068,2922,5801,855
2041,2832,5821,792
1995,2761,5689,767
2082,2962,5791,881
2007,2802,5718,796
2035,2835,5765,801
2070,2971,5666,902
2059,2905,5790,847
2130,3155,5679,1026
2000,2734,5791,735
2053,2823,5881,771
2089,2990,5773,902
2044,2915,5723,872
2026,2829,5719,804
2073,2975,5699,903
2027,2826,5720,800
2015,2775,5760,761
2077,2910,5856,834
2044,2889,5746,846
2047,2917,5630,871
2052,2891,5772,840
2048,2859,5795,812
2053,2861,5796,809
2057,2915,5713,859
